          [3C1c] Emisiones de quemado de biomasa en tierras praderas,,120.700,104.300,,,,,,,,,,,,,,,,,,,,,,,,,225.000,,,0.766
          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,43.900,,,,,,,,,,,,,,,,,,,,,,,,,,,43.900,,,
     [3C3] Aplicación de urea,"1,571.970",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,571.970",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"14,433.053",,,,,,,,,,,,,,,,,,,,,,,,,"14,433.053",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"6,100.757",,,,,,,,,,,,,,,,,,,,,,,,,"6,100.757",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,812.380",,,,,,,,,,,,,,,,,,,,,,,,,"2,812.380",,,
     [3C7] Cultivo del arroz,,90.270,,,,,,,,,,,,,,,,,,,,,,,,,,90.270,,,
  [3D] Otros,-803.726,,,,,,,,,,,,,,,,,,,,,,,,,,,-803.726,,,
     [3D1] Productos de madera recolectada,-803.7263273,,,,,,,,,,,,,,,,,,,,,,,,,,,-803.726,,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,918.030,"42,471.737","3,177.442",,,,,,,,,,,,,,,,,,,,,,,,,"46,567.208",,,1.481
[4A] Eliminación de residuos sólidos,,"20,609.576",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"20,609.576",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"10,693.575",,,,,,,,,,,,,,,,,,,,,,,,,,"10,693.575",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"4,237.344",,,,,,,,,,,,,,,,,,,,,,,,,,"4,237.344",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"5,678.658",,,,,,,,,,,,,,,,,,,,,,,,,,"5,678.658",,,
[4B] Tratamiento biológico de los residuos sólidos,,126.191,89.573,,,,,,,,,,,,,,,,,,,,,,,,,215.764,,,
[4C] Incineración y quema a cielo abierto  de residuos,918.030,795.066,179.575,,,,,,,,,,,,,,,,,,,,,,,,,"1,892.670",,,1.481
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,12.613,0.109,5.951,,,,,,,,,,,,,,,,,,,,,,,,,18.673,,,
[4C2] Quema a cielo abierto de residuos sólidos,905.416,794.957,173.624,,,,,,,,,,,,,,,,,,,,,,,,,"1,873.997",,,1.481
[4D] Tratamiento y eliminación de aguas residuales,,"20,940.904","2,908.293",,,,,,,,,,,,,,,,,,,,,,,,,"23,849.198",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,435.405","2,908.293",,,,,,,,,,,,,,,,,,,,,,,,,"7,343.699",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"16,505.499",,,,,,,,,,,,,,,,,,,,,,,,,,"16,505.499",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"325,051.510","160,183.734","38,281.439",593.246,307.610,12.976,3.302,0.000,"5,089.422","5,944.676",64.595,102.460,4.895,6.140,0.000,0.000,293.084,508.310,0.001,16.906,1.746,0.140,0.000,0.050,0.000,1.264,164.340,"536,631.846",,,71.996
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,753.428",0.724,27.396,,,,,,,,,,,,,,,,,,,,,,,,,"3,781.547",,,
Aviación internacional,"3,753.428",0.724,27.396,,,,,,,,,,,,,,,,,,,,,,,,,"3,781.547",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"27,344.978",,,,,,,,,,,,,,,,,,,,,,,,,,,"27,344.978",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
