          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,35.800,,,,,,,,,,,,,,,,,,,,,,,,,,,35.800,,,
     [3C3] Aplicación de urea,"1,514.210",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,514.210",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"16,698.708",,,,,,,,,,,,,,,,,,,,,,,,,"16,698.708",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"5,736.144",,,,,,,,,,,,,,,,,,,,,,,,,"5,736.144",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,742.350",,,,,,,,,,,,,,,,,,,,,,,,,"2,742.350",,,
     [3C7] Cultivo del arroz,,122.710,,,,,,,,,,,,,,,,,,,,,,,,,,122.710,,,
  [3D] Otros,"1,550.112",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,550.112",,,
     [3D1] Productos de madera recolectada,1550.112453,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,550.112",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,952.738,"40,335.140","3,122.954",,,,,,,,,,,,,,,,,,,,,,,,,"44,410.831",,,1.524
[4A] Eliminación de residuos sólidos,,"18,142.281",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"18,142.281",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"9,369.066",,,,,,,,,,,,,,,,,,,,,,,,,,"9,369.066",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"3,772.644",,,,,,,,,,,,,,,,,,,,,,,,,,"3,772.644",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"5,000.572",,,,,,,,,,,,,,,,,,,,,,,,,,"5,000.572",,,
[4B] Tratamiento biológico de los residuos sólidos,,130.756,92.814,,,,,,,,,,,,,,,,,,,,,,,,,223.570,,,
[4C] Incineración y quema a cielo abierto  de residuos,952.738,818.433,180.394,,,,,,,,,,,,,,,,,,,,,,,,,"1,951.565",,,1.524
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,20.649,0.054,1.655,,,,,,,,,,,,,,,,,,,,,,,,,22.357,,,
[4C2] Quema a cielo abierto de residuos sólidos,932.090,818.379,178.739,,,,,,,,,,,,,,,,,,,,,,,,,"1,929.208",,,1.524
[4D] Tratamiento y eliminación de aguas residuales,,"21,243.669","2,849.746",,,,,,,,,,,,,,,,,,,,,,,,,"24,093.415",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,575.156","2,849.746",,,,,,,,,,,,,,,,,,,,,,,,,"7,424.902",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"16,668.513",,,,,,,,,,,,,,,,,,,,,,,,,,"16,668.513",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"310,682.774","168,300.249","40,108.018","1,699.637",126.537,0.000,1.510,0.000,"4,453.864","5,269.662",42.843,22.110,0.000,0.000,0.000,0.000,233.889,0.000,0.001,1.171,0.653,0.131,0.000,0.047,0.000,1.184,156.247,"531,100.527",,,76.173
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,330.530",0.642,24.309,,,,,,,,,,,,,,,,,,,,,,,,,"3,355.482",,,
Aviación internacional,"3,330.530",0.642,24.309,,,,,,,,,,,,,,,,,,,,,,,,,"3,355.482",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"27,404.194",,,,,,,,,,,,,,,,,,,,,,,,,,,"27,404.194",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
