          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,46.300,,,,,,,,,,,,,,,,,,,,,,,,,,,46.300,,,
     [3C3] Aplicación de urea,"1,419.290",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,419.290",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"15,411.161",,,,,,,,,,,,,,,,,,,,,,,,,"15,411.161",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"6,454.585",,,,,,,,,,,,,,,,,,,,,,,,,"6,454.585",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,706.610,,,,,,,,,,,,,,,,,,,,,,,,,706.610,,,
     [3C7] Cultivo del arroz,,127.180,,,,,,,,,,,,,,,,,,,,,,,,,,127.180,,,
  [3D] Otros,"-4,582.013",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,582.013",,,
     [3D1] Productos de madera recolectada,-4582.01342,,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,582.013",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,"1,209.851","47,583.399","2,526.962",,,,,,,,,,,,,,,,,,,,,,,,,"51,320.212",,,1.715
[4A] Eliminación de residuos sólidos,,"25,422.402",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"25,422.402",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"13,353.880",,,,,,,,,,,,,,,,,,,,,,,,,,"13,353.880",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"5,026.796",,,,,,,,,,,,,,,,,,,,,,,,,,"5,026.796",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"7,041.726",,,,,,,,,,,,,,,,,,,,,,,,,,"7,041.726",,,
[4B] Tratamiento biológico de los residuos sólidos,,92.796,65.869,,,,,,,,,,,,,,,,,,,,,,,,,158.665,,,
[4C] Incineración y quema a cielo abierto  de residuos,"1,209.851",833.274,200.084,,,,,,,,,,,,,,,,,,,,,,,,,"2,243.209",,,1.715
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,113.561,0.193,3.126,,,,,,,,,,,,,,,,,,,,,,,,,116.880,,,
[4C2] Quema a cielo abierto de residuos sólidos,"1,096.289",833.081,196.959,,,,,,,,,,,,,,,,,,,,,,,,,"2,126.330",,,1.715
[4D] Tratamiento y eliminación de aguas residuales,,"21,234.927","2,261.009",,,,,,,,,,,,,,,,,,,,,,,,,"23,495.936",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,206.710","2,261.009",,,,,,,,,,,,,,,,,,,,,,,,,"6,467.719",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"17,028.217",,,,,,,,,,,,,,,,,,,,,,,,,,"17,028.217",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"370,858.748","174,362.998","36,897.138",899.949,890.730,17.542,23.631,0.286,"6,265.677","7,298.661",114.438,462.336,26.663,60.393,4.774,0.486,495.597,"1,477.370",0.001,22.405,2.343,0.193,0.000,0.069,0.000,1.968,217.012,"600,401.409",,,68.086
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"6,829.335",1.317,49.581,,,,,,,,,,,,,,,,,,,,,,,,,"6,880.233",,,0.097
Aviación internacional,"6,829.335",1.317,49.847,,,,,,,,,,,,,,,,,,,,,,,,,"6,880.498",,,0.097
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
