          [3C1c] Emisiones de quemado de biomasa en tierras praderas,,201.560,174.180,,,,,,,,,,,,,,,,,,,,,,,,,375.740,,,0.820
          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,41.800,,,,,,,,,,,,,,,,,,,,,,,,,,,41.800,,,
     [3C3] Aplicación de urea,"1,674.660",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,674.660",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"15,737.113",,,,,,,,,,,,,,,,,,,,,,,,,"15,737.113",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"6,560.106",,,,,,,,,,,,,,,,,,,,,,,,,"6,560.106",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,792.366",,,,,,,,,,,,,,,,,,,,,,,,,"2,792.366",,,
     [3C7] Cultivo del arroz,,97.970,,,,,,,,,,,,,,,,,,,,,,,,,,97.970,,,
  [3D] Otros,"2,124.185",,,,,,,,,,,,,,,,,,,,,,,,,,,"2,124.185",,,
     [3D1] Productos de madera recolectada,2124.185435,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,124.185",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,963.091,"41,663.620","3,133.313",,,,,,,,,,,,,,,,,,,,,,,,,"45,760.024",,,1.502
[4A] Eliminación de residuos sólidos,,"19,354.775",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"19,354.775",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"10,007.737",,,,,,,,,,,,,,,,,,,,,,,,,,"10,007.737",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"4,006.546",,,,,,,,,,,,,,,,,,,,,,,,,,"4,006.546",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"5,340.492",,,,,,,,,,,,,,,,,,,,,,,,,,"5,340.492",,,
[4B] Tratamiento biológico de los residuos sólidos,,134.247,95.292,,,,,,,,,,,,,,,,,,,,,,,,,229.539,,,
[4C] Incineración y quema a cielo abierto  de residuos,963.091,806.539,180.515,,,,,,,,,,,,,,,,,,,,,,,,,"1,950.145",,,1.502
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,44.618,0.115,4.387,,,,,,,,,,,,,,,,,,,,,,,,,49.120,,,
[4C2] Quema a cielo abierto de residuos sólidos,918.473,806.423,176.128,,,,,,,,,,,,,,,,,,,,,,,,,"1,901.025",,,1.502
[4D] Tratamiento y eliminación de aguas residuales,,"21,368.059","2,857.507",,,,,,,,,,,,,,,,,,,,,,,,,"24,225.566",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,496.858","2,857.507",,,,,,,,,,,,,,,,,,,,,,,,,"7,354.364",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"16,871.201",,,,,,,,,,,,,,,,,,,,,,,,,,"16,871.201",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"331,790.514","168,480.162","40,920.948","1,439.353",181.991,0.000,2.692,0.000,"4,824.993","5,649.109",53.386,29.164,0.000,0.000,0.000,0.000,231.822,232.096,0.001,16.547,1.702,0.135,0.000,0.048,0.000,1.224,161.515,"554,017.405",,,78.607
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,578.550",0.690,26.120,,,,,,,,,,,,,,,,,,,,,,,,,"3,605.360",,,
Aviación internacional,"3,578.550",0.690,26.120,,,,,,,,,,,,,,,,,,,,,,,,,"3,605.360",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"26,804.072",,,,,,,,,,,,,,,,,,,,,,,,,,,"26,804.072",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
