          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,37.700,,,,,,,,,,,,,,,,,,,,,,,,,,,37.700,,,
     [3C3] Aplicación de urea,"1,596.560",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,596.560",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"13,353.845",,,,,,,,,,,,,,,,,,,,,,,,,"13,353.845",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"6,218.796",,,,,,,,,,,,,,,,,,,,,,,,,"6,218.796",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"2,644.581",,,,,,,,,,,,,,,,,,,,,,,,,"2,644.581",,,
     [3C7] Cultivo del arroz,,143.630,,,,,,,,,,,,,,,,,,,,,,,,,,143.630,,,
  [3D] Otros,"-4,039.529",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,039.529",,,
     [3D1] Productos de madera recolectada,"-4,039.529",,,,,,,,,,,,,,,,,,,,,,,,,,,"-4,039.529",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,955.003,"36,348.298","3,275.999",,,,,,,,,,,,,,,,,,,,,,,,,"40,579.299",,,1.528
[4A] Eliminación de residuos sólidos,,"15,954.058",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"15,954.058",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"8,156.314",,,,,,,,,,,,,,,,,,,,,,,,,,"8,156.314",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"3,310.022",,,,,,,,,,,,,,,,,,,,,,,,,,"3,310.022",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"4,487.723",,,,,,,,,,,,,,,,,,,,,,,,,,"4,487.723",,,
[4B] Tratamiento biológico de los residuos sólidos,,119.854,85.075,,,,,,,,,,,,,,,,,,,,,,,,,204.929,,,
[4C] Incineración y quema a cielo abierto  de residuos,955.003,820.419,180.644,,,,,,,,,,,,,,,,,,,,,,,,,"1,956.065",,,1.528
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,20.649,0.054,1.471,,,,,,,,,,,,,,,,,,,,,,,,,22.173,,,
[4C2] Quema a cielo abierto de residuos sólidos,934.354,820.365,179.173,,,,,,,,,,,,,,,,,,,,,,,,,"1,933.893",,,1.528
[4D] Tratamiento y eliminación de aguas residuales,,"19,453.966","3,010.280",,,,,,,,,,,,,,,,,,,,,,,,,"22,464.246",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,717.806","3,010.280",,,,,,,,,,,,,,,,,,,,,,,,,"7,728.085",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"14,736.160",,,,,,,,,,,,,,,,,,,,,,,,,,"14,736.160",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"313,910.935","180,349.048","35,691.537","2,104.442",39.329,0.000,0.193,0.000,"3,537.518","2,460.140",19.586,23.519,0.000,0.000,0.000,0.000,211.330,0.000,0.001,1.092,0.609,0.122,0.000,0.044,0.000,1.105,140.204,"538,490.752",,,92.705
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"3,635.602",0.701,26.536,,,,,,,,,,,,,,,,,,,,,,,,,"3,662.839",,,
Aviación internacional,"3,635.602",0.701,26.536,,,,,,,,,,,,,,,,,,,,,,,,,"3,662.839",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"27,441.816",,,,,,,,,,,,,,,,,,,,,,,,,,,"27,441.816",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
