ANIO,ENE,FEB,MAR,ABR,MAY,JUN,JUL,AGO,SEP,OCT,NOV,DIC,ANUAL
1985,10.82566151994492,13.638927466205125,18.93812818825652,20.708012785367515,23.653032926613037,24.693966977415975,25.094216186849135,25.879370063761066,24.468552863301802,21.26326164879279,18.7386660967704,13.279573846688123,20.098447547497198
1986,13.167468748637752,16.076588722398057,18.005723562880213,22.23826629416495,23.50718348072165,23.78568408339445,24.533133019841458,25.41027697089155,23.692024694755947,19.844723939121806,16.132658503346153,12.21667962633784,19.884200970540984
1987,11.921863134209982,14.239423343408541,15.398630859044463,18.046415911029065,22.71121005505488,24.2132267633976,24.31454906671429,25.465185306417645,22.777177910882358,19.150490856370592,15.649200621431813,13.944089040695651,18.985955239054743
1988,10.670562325577782,13.760981114589885,16.819987880302197,20.171466649894413,22.95833333355882,24.124338557972223,24.6928453043587,24.14505129936957,21.84150447956383,19.682993338087915,17.69829622585393,14.003974213758427,19.214194560240646
1989,14.530373537580456,13.912687690670452,17.504916829022473,20.99332252292778,24.86531808276176,25.552810999882027,25.087238854149433,24.439182327172226,22.180083208691013,19.50889921602299,16.7205542205105,10.005581636837345,19.60841409385237
1990,14.39645290685326,15.530367653390115,17.58363364733146,20.846593517126507,24.24923515124405,26.06361221635119,24.117136028764712,24.30126005681249,22.69451428407387,19.303533256820224,16.772664040423855,13.278217841433335,19.928101716718754
1991,12.619788250098903,14.839073137403407,19.750686644017236,22.60709370092529,24.30083145780814,25.007676707511493,24.36522201682954,25.36054459945181,21.916342180471908,20.637728428419546,14.909678825848317,14.037565874904491,20.029352651974172
1992,11.369465663005556,14.306388485702243,17.9557391582093,19.445777896847055,21.26605920979545,25.049741049045977,25.309676862464705,24.412674689107966,23.52709465348295,20.36132470586046,15.241236825955557,14.502407254741573,19.395632204518233
1993,13.511811141312494,15.396386072337078,17.25160833230337,20.770850267581398,22.447691888666668,23.823188594331455,25.223731756017052,25.213351943938207,22.813531999338892,19.69195748967977,15.752566084123597,14.775995776078652,19.722722612142384
1994,13.265492321162501,14.783376887195125,17.89161676958536,20.67660983188415,23.23792526965244,25.243424975303576,25.63909140427381,24.36051539257739,22.486870825487948,20.888722343258827,19.21253684921765,15.369938077255949,20.254676745571228
1995,13.487385094044878,16.371586474737498,17.75394788194871,21.037074738326922,24.718133897618422,24.48401390209868,25.127464886686667,24.117239040273336,22.867496806854156,19.65755355023611,16.825111059236495,13.668715901846934,20.009643602825733
1996,13.012514410081247,15.64248756943125,15.992953228240745,20.3773543681,25.077443410391027,25.477857775089735,25.994225916670885,24.370375220211542,23.758452037635806,20.47725655127161,17.149168660006175,14.392584418677213,20.143556130483937
1997,12.156853691766239,14.76285355798765,18.325886135436704,18.14682862988608,21.963386416189874,24.761510416831257,26.053196527719102,26.121434553840903,24.151084702773247,19.74980360660227,16.316253187813185,12.440494776856779,19.579132183641942
1998,15.122459481105551,15.489874219084268,17.585084079241575,21.483183428353932,26.09664991545454,27.761753296914776,27.138557576195122,26.361236372180727,24.196009584588236,21.015314918964286,18.722739332977007,14.27145838905224,21.270360049509353
1999,14.483024022923079,17.52396246283974,19.443970426162338,23.409589169032472,24.931211644658536,25.23751801375926,24.416229423851853,25.494908403117286,23.200755735582284,19.335403089538456,16.394084008197368,12.906199786043478,20.564738015475513
2000,15.264942444957896,17.88781184125789,20.874793112865582,22.31614791105,24.995099345423913,24.863756528403226,26.22821083855056,24.95360764661112,23.905763013758424,19.578588466296505,16.56103372553896,12.208235894523074,20.80316589743643
2001,13.385922410574999,16.39310254105696,16.84490030216456,21.682422386651318,23.13275899478846,25.082880731837506,25.646157074140234,25.612679055119045,22.623268933580242,19.915368884458328,17.045896375589287,14.187553524869234,20.129409267902513
2002,13.091173835049998,13.279761904933336,16.791899641333334,19.777777778266664,20.484381720033333,20.460851537483332,19.91188769340741,20.029569892203703,18.687674466660713,18.303571428303577,14.326488095142858,12.836021505314816,17.331754958177758
2003,11.860829493303571,14.215752550821431,16.154915513982143,18.686904762232146,21.21066491128571,20.461666666481484,19.29357457017857,18.77216248492592,17.843103448293103,16.30105195273214,14.787058322888887,11.639400921392859,16.7689237998765
2004,11.377392504965517,12.443228800017856,15.615783409892861,17.11488095205357,18.956221197678573,19.26346153840385,19.19195402305172,19.127919910931034,18.31465517248276,17.52196885424138,14.259002057314817,11.64432702986207,16.235899620907997
2005,12.64933259222414,13.200123152448278,14.348442714310345,16.328735632534485,18.444382647482758,20.171839081137936,19.32369299231034,18.628546737500002,18.101893938840913,16.509628542954545,13.727402597272729,11.932499999725,16.11387671906179
2006,15.621630927278842,16.365173853190477,21.965166771419025,25.646496606856903,24.869485386300923,27.767967617479087,28.38585288541188,28.62136889486103,24.673724224541548,22.651357273499816,18.117005704794735,13.281413816830494,22.330553663538733
2007,11.486379111820685,15.739850606675368,20.132917558787554,21.989900246379037,24.896809001178863,27.273888124116485,26.50560838595451,27.28580797936238,25.874255220258657,23.350151652602413,18.5152469163019,17.482590449331177,21.711117104397417
2008,13.482796555275169,18.729642433052867,20.212647790215225,24.22131316732073,27.210227655237222,28.588358501694614,25.87220183855265,27.5689399187039,24.00863844697248,21.604226440664622,18.180933461885832,15.026150606090512,22.058839734638823
2009,15.677014441896741,18.136194411558098,19.75991344475193,24.299999999999997,26.70192987322241,28.68040172921156,28.457757986737597,29.624154556373632,25.25828895556753,22.644185828080246,17.49472577996716,13.101667888514337,22.486352907990106
2010,12.508839251141705,13.265338306012497,17.638493447002894,22.36258589127989,26.355995673042855,28.575705113293242,26.605846392121116,28.195714782489038,25.93765495206429,22.449074973185407,18.317352948243585,14.792781924003805,21.41711530449003
2011,14.046356825980144,17.027825193781904,22.27888234495015,24.735874801136816,28.085223527174264,27.928397638299174,27.942653957588956,28.925965412421064,27.4201151448583,22.46394211451151,18.689402568048706,13.98003632258207,22.793722987611087
2012,15.8,16.2,20.9,24.4,26.3,27.7,27.8,28.5,26.1,23.6,19.0,16.6,22.741666666666664
2013,14.639793387096775,18.81785973584361,20.0,23.0,25.3,28.0,27.6,27.9,25.1,22.7,17.0,13.7,21.9798044269117
