     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"4,271.698",,,,,,,,,,,,,,,,,,,,,,,,,"4,271.698",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,"1,580.392",,,,,,,,,,,,,,,,,,,,,,,,,"1,580.392",,,
     [3C7] Cultivo del arroz,,264.331,,,,,,,,,,,,,,,,,,,,,,,,,,264.331,,,
  [3D] Otros,"1,240.413",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,240.413",,,
     [3D1] Productos de madera recolectada,"1,240.413",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,240.413",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,432.430,"13,434.911","3,796.195",,,,,,,,,,,,,,,,,,,,,,,,,"17,663.535",,,1.456
[4A] Eliminación de residuos sólidos,,"1,317.442",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"1,317.442",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,405.122,,,,,,,,,,,,,,,,,,,,,,,,,,405.122,,,
[4A2] Sitios no controlados de eliminación de residuos ,,145.523,,,,,,,,,,,,,,,,,,,,,,,,,,145.523,,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,766.796,,,,,,,,,,,,,,,,,,,,,,,,,,766.796,,,
[4B] Tratamiento biológico de los residuos sólidos,,0.850,0.604,,,,,,,,,,,,,,,,,,,,,,,,,1.454,,,
[4C] Incineración y quema a cielo abierto  de residuos,432.430,861.648,188.190,,,,,,,,,,,,,,,,,,,,,,,,,"1,482.268",,,1.456
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4C2] Quema a cielo abierto de residuos sólidos,432.430,861.648,188.190,,,,,,,,,,,,,,,,,,,,,,,,,"1,482.268",,,1.456
[4D] Tratamiento y eliminación de aguas residuales,,"11,254.971","3,607.401",,,,,,,,,,,,,,,,,,,,,,,,,"14,862.372",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,518.925","3,607.401",,,,,,,,,,,,,,,,,,,,,,,,,"8,126.326",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"6,736.046",,,,,,,,,,,,,,,,,,,,,,,,,,"6,736.046",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"333,049.712","117,998.461","27,988.131",566.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,223.834,59.725,0.000,0.000,0.000,0.000,0.000,43.437,"479,929.693",,,80.717
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"2,069.066",0.399,15.102,,,,,,,,,,,,,,,,,,,,,,,,,"2,084.567",,,
Aviación internacional,"2,069.066",0.399,15.102,,,,,,,,,,,,,,,,,,,,,,,,,"2,084.567",,,
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,"37,725.686",,,,,,,,,,,,,,,,,,,,,,,,,,,"37,725.686",,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
