          [3C1c] Emisiones de quemado de biomasa en tierras praderas,,275.710,238.250,,,,,,,,,,,,,,,,,,,,,,,,,513.960,,,3.409
          [3C1d] Emisiones de quemado de biomasa en otras tierras,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
     [3C2] Encalado,47.800,,,,,,,,,,,,,,,,,,,,,,,,,,,47.800,,,
     [3C3] Aplicación de urea,"1,457.230",,,,,,,,,,,,,,,,,,,,,,,,,,,"1,457.230",,,
     [3C4] Emisiones directas de los N2O de los suelos gestionados,,,"16,809.300",,,,,,,,,,,,,,,,,,,,,,,,,"16,809.300",,,
     [3C5] Emisiones indirectas de los N2O de los suelos gestionados,,,"6,715.136",,,,,,,,,,,,,,,,,,,,,,,,,"6,715.136",,,
     [3C6] Emisiones indirectas de los N2O de la gestión del estiércol,,,717.239,,,,,,,,,,,,,,,,,,,,,,,,,717.239,,,
     [3C7] Cultivo del arroz,,128.080,,,,,,,,,,,,,,,,,,,,,,,,,,128.080,,,
  [3D] Otros,"-12,404.694",,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,404.694",,,
     [3D1] Productos de madera recolectada,-12404.69352,,,,,,,,,,,,,,,,,,,,,,,,,,,"-12,404.694",,,
     [3D2] Otros (especificar),,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
[4] Residuos,"1,124.462","48,316.148","2,460.948",,,,,,,,,,,,,,,,,,,,,,,,,"51,901.558",,,1.657
[4A] Eliminación de residuos sólidos,,"26,522.690",0.000,,,,,,,,,,,,,,,,,,,,,,,,,"26,522.690",,,
[4A1] Sitios gestionados de eliminación de residuos (rellenos sanitarios),,"13,923.343",,,,,,,,,,,,,,,,,,,,,,,,,,"13,923.343",,,
[4A2] Sitios no controlados de eliminación de residuos ,,"5,213.921",,,,,,,,,,,,,,,,,,,,,,,,,,"5,213.921",,,
[4A3] Tiraderos a cielo abierto para eliminación de residuos,,"7,385.427",,,,,,,,,,,,,,,,,,,,,,,,,,"7,385.427",,,
[4B] Tratamiento biológico de los residuos sólidos,,96.081,68.200,,,,,,,,,,,,,,,,,,,,,,,,,164.281,,,
[4C] Incineración y quema a cielo abierto  de residuos,"1,124.462",804.740,192.781,,,,,,,,,,,,,,,,,,,,,,,,,"2,121.983",,,1.657
[4C1] Incineración de residuos peligrosos industriales y biológico infeccioso,65.629,0.123,2.551,,,,,,,,,,,,,,,,,,,,,,,,,68.303,,,
[4C2] Quema a cielo abierto de residuos sólidos,"1,058.833",804.618,190.229,,,,,,,,,,,,,,,,,,,,,,,,,"2,053.680",,,1.657
[4D] Tratamiento y eliminación de aguas residuales,,"20,892.636","2,199.967",,,,,,,,,,,,,,,,,,,,,,,,,"23,092.604",,,
[4D1] Tratamiento y eliminación de aguas residuales municipales,,"4,027.691","2,199.967",,,,,,,,,,,,,,,,,,,,,,,,,"6,227.659",,,
[4D2] Tratamiento y eliminación de aguas residuales industriales,,"16,864.945",,,,,,,,,,,,,,,,,,,,,,,,,,"16,864.945",,,
[4E] Otros,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
EMISIONES NETAS (Gg de CO2e),"323,275.764","170,958.542","38,627.529","1,176.584","1,172.566",22.486,28.703,0.284,"6,628.704","7,566.921",127.186,503.263,32.597,67.188,41.442,0.467,472.544,"1,391.374",0.002,22.527,2.422,0.209,0.000,0.075,0.000,2.125,257.089,"552,378.593",,,71.886
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunkers,"5,697.020",1.098,41.378,,,,,,,,,,,,,,,,,,,,,,,,,"5,739.496",,,0.081
Aviación internacional,"5,697.020",1.098,41.582,,,,,,,,,,,,,,,,,,,,,,,,,"5,739.700",,,0.081
Marítimo internacional,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Emisiones de CO2 por quema de biomasa,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nota:,Las emisiones de bunkers y las emisiones de CO2 por la quema de biomasa no se encuentran contabilizadas al total de inventario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
